	reviewText	overall
5266	I installed Office 2010 as an upgrade from Office 2007 on a Windows 7 64 bit PC The installation went off without a hitch but I would have liked to	3.0
5267	Bottom Line Though the improvements to Office Professional Plus 2010 are solid they are minute in comparison to the changes Microsoft made from Office 2003 to Office 2007 Late last	4.0
5268	The software installed and worked fine I think the updated interface is very attractive and for the most part well laid out My only complaint is that Microsoft does not	4.0
5269	The sheer amount of functionality packed into a typical office suite is already more than would fit in a typical review here so youll excuse me if I dont go	4.0
5270	Microsoft Office 2007 was a radical departure from the previous versions of Office it introduced an XML based file format that changed files like doc and xls to docx and	4.0
5271	I was given the opportunity to review Office Professional 2010 I am a fairly competent user of Microsoft Office products having used previous versions including 2007 2003 and 2000 I	4.0
5272	Theres not a lot thats obviously changed in this version from Office 2007 See for detailed descriptions of changes But I do like the improvements in the ribbon firstly you	4.0
5273	When we switched from Office 2003 to 2007 at my workplace I thought I would go absolutely crazy Mostly when using Word because that is where I do most of	4.0
5274	but its similar the difference being that its the growed up version of Office 2007 Much as Microsoft did with Windows 7 smoothing out the rough spots of Vista so	4.0
5275	Microsoft Office completely changed its look and interface with Office 2007 the biggest change being the removal of the many menus and submenus with the ribbon interface This ribbon interface	4.0
5276	Love it Love the Word program very user friendly Easy for writing and editing my manuscripts in I LOVE the new publisher Lots of templates and clip art to create	5.0
5277	Office 2010 is a much needed upgrade and package simplification all at the same time Overall Im very pleased with the new offering and some of the key upgrades that	4.0
